ItemID,Name,Armour,Fate,Vitality,Physical_Mastery_Rating,Tactical_Mastery_Rating,Physical_Mitigation,Tactical_Mitigation,Critical_Rating,Critical_Defense,Finesse_Rating,Block_Rating,Parry_Rating,Evade_Rating,Outgoing_Healing_Rating,Incoming_Healing_Rating,Resistance_Rating,Maximum_Moral,Maximum_Power,Primary_Essence,Vital_Essence,Basic_Essence,DPS,minDamage,maxDamage,Itemlvl,Quality,EquipSlot,Physical_Mastery_Rating_Essence_Value,Tactical_Mastery_Rating_Essence_Value,Physical_Mitigation_Essence_Value,Tactical_Mitigation_Essence_Value,Critical_Rating_Essence_Value,Critical_Defense_Essence_Value,Finesse_Rating_Essence_Value,Block_Rating_Essence_Value,Parry_Rating_Essence_Value,Evade_Rating_Essence_Value,Outgoing_Healing_Rating_Essence_Value,Incoming_Healing_Rating_Essence_Value,Resistance_Rating_Essence_Value,Total_Essence_Value,Total_Selected_Essence_Value
1879477816,Lively Club of the Adventurer,0.0,263.0,1568.0,2578.0,0.0,0.0,0.0,24376.0,0.0,0.0,0.0,15303.0,1289.0,2578.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496.6,426.0,567.0,510,INCOMPARABLE,One-handed Club,1.1649344780840487,0.0,0.0,0.0,9.160465990229238,0.0,0.0,0.0,4.103781174577635,0.34566908018235454,0.41871041091440636,0.0,0.0,15.19356113398768,9.579176401143643
1879477818,Forceful Bludgeon of the Adventurer,0.0,263.0,1568.0,3867.0,0.0,1289.0,1289.0,23087.0,0.0,0.0,0.0,16592.0,2578.0,3867.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496.6,426.0,567.0,510,INCOMPARABLE,One-handed Club,1.7474017171260732,0.0,0.5739091718610864,0.5739091718610864,8.676061630965803,0.0,0.0,0.0,4.44945025475999,0.6913381603647091,0.6280656163716095,0.0,0.0,17.340135723310357,9.304127247337412
1879477833,Agile Club of the Adventurer,0.0,263.0,1568.0,2578.0,0.0,0.0,0.0,18928.0,0.0,0.0,0.0,7662.0,1289.0,2578.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.2,410.0,546.0,510,RARE,One-handed Club,1.1649344780840487,0.0,0.0,0.0,7.1131153701615935,0.0,0.0,0.0,2.0547063555913114,0.34566908018235454,0.41871041091440636,0.0,0.0,11.097135694933714,7.531825781076
1879477822,Weighted Bludgeon of the Adventurer,0.0,263.0,1568.0,3867.0,0.0,1289.0,1289.0,17639.0,0.0,0.0,0.0,8951.0,2578.0,3867.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.2,410.0,546.0,510,RARE,One-handed Club,1.7474017171260732,0.0,0.5739091718610864,0.5739091718610864,6.628711010898159,0.0,0.0,0.0,2.400375435773666,0.6913381603647091,0.6280656163716095,0.0,0.0,13.24371028425639,7.256776627269768
1879477290,Expertly Carved Umbari Empowered Club,0.0,0.0,0.0,0.0,9315.0,0.0,0.0,5652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,484.6,415.0,554.0,512,RARE,One-handed Club,0.0,4.20921825576141,0.0,0.0,2.124013528748591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.333231784510001,5.124013528748591
1879477298,Expertly Carved Umbari Heavy Club,0.0,0.0,0.0,9315.0,0.0,0.0,0.0,5652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,484.6,415.0,554.0,512,RARE,One-handed Club,4.20921825576141,0.0,0.0,0.0,2.124013528748591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.333231784510001,5.124013528748591
1879477267,Carved Umbari Empowered Club,0.0,0.0,1005.0,0.0,6363.0,0.0,0.0,5043.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,446.9,383.0,511.0,503,UNCOMMON,One-handed Club,0.0,2.8752824220515136,0.0,0.0,1.895152198421646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.77043462047316,3.8951521984216457
1879477266,Carved Umbari Heavy Club,0.0,0.0,1005.0,6363.0,0.0,0.0,0.0,5043.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,446.9,383.0,511.0,503,UNCOMMON,One-handed Club,2.8752824220515136,0.0,0.0,0.0,1.895152198421646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.77043462047316,3.8951521984216457
1879477307,Expertly Carved Umbari Reinforced Club,0.0,0.0,0.0,0.0,0.0,9426.0,0.0,0.0,0.0,2520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,484.6,415.0,554.0,512,RARE,One-handed Club,0.0,0.0,4.196794300979519,0.0,0.0,0.0,0.7096592509152352,0.0,0.0,0.0,0.0,0.0,0.0,7.906453551894755,3.0
1879477282,Expertly Carved Umbari Light Club,0.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,484.6,415.0,554.0,512,RARE,One-handed Club,0.0,0.0,0.0,0.0,0.0,0.0,1.4173472261334836,0.0,0.0,0.0,0.0,0.0,0.0,4.417347226133484,3.0
