,ItemID,Name,Itemlvl,EquipSlot,Quality,PrimaryEssence,VitalEssence,BasicEssence,Armour,Might,Agility,Will,Vitality,Fate,Physical_Mastery_Rating,Tactical_Mastery_Rating,Physical_Mitigation,Tactical_Mitigation,Critical_Rating,Critical_Defense,Finesse_Rating,Resistance_Rating,Block_Rating,Parry_Rating,Evade_Rating,Outgoing_Healing_Rating,Incoming_Healing_Rating,DPS,minDamage,maxDamage,Maximum_Power,,,ItemID,Name,Armour,Might,Agility,Will,Fate,Vitality,Physical_Mastery_Rating,Tactical_Mastery_Rating,Physical_Mitigation,Tactical_Mitigation,Critical_Rating,Critical_Defence,Finesse_Rating,Block_Rating,Parry_Rating,Evade_Rating,Outgoing_Healing_Rating,Incoming_Healing_Rating,Resistance_Rating,Maximum_Morale,Maximum_Power,PrimaryEssence,VitalEssence,BasicEssence,DPS,minDamage,maxDamage,Itemlvl,Quality,EquipSlot
0,1879477442,Adept Coin of the Sailor's Code,517,POCKET,INCOMPARABLE,1,0,4,,,,,342.122448979592,,,,,,,,,,,,,,,,,,,,,1879477715,Agile Silver Bracelet of the Adventurer,,,1289,,,1568,,,,,5450,,,,,5101,,,,,,,,,,,,510,RARE,Armband
1,1879477614,Adept Master-crafted Band,517,MEDIUM_HEAD,INCOMPARABLE,1,0,4,4181.83673469388,,,,342.122448979592,,,,,,,,,,,,,,,,,,,,,1879477693,Agile Silver Bracelet of the Adventurer,,,1289,,,1568,,,,4573,,,,,5101,,,,,,,,,,,,,510,RARE,Armband
2,1879477604,Adept Master-crafted Helmet,517,HEAVY_HEAD,INCOMPARABLE,1,0,4,5026.73469387755,,,,342.122448979592,,,,,,,,,,,,,,,,,,,,,1879475737,Band of Cowry Shells,,428,428,428,,1380,,,,,,,,,5659,,,,,,,,,,,,,501,UNCOMMON,Armband
3,1879477591,Adept Master-crafted Loop,517,LIGHT_HEAD,INCOMPARABLE,1,0,4,3353.4693877551,,,,342.122448979592,,,,,,,,,,,,,,,,,,,,,1879477735,Burnished Silver Bracer of the Adventurer,,1289,,,,1568,,,,,5450,,,,,5101,,,,,,,,,,,,510,RARE,Armband
4,1879477434,Adept Pearl Necklace,517,NECK,INCOMPARABLE,1,0,4,,,,,342.122448979592,,,,,,,,,,,,,,,,,,,,,1879477664,Burnished Silver Bracer of the Adventurer,,1289,,,,1568,,,,4573,,,,,5101,,,,,,,,,,,,,510,RARE,Armband
5,1879480727,Ancient Earring of the Bull,517,EAR,RARE,0,0,0,,,,1221.34693877551,1713.87755102041,,,,,4067.95918367347,,,,,,,,,,,,,,,,1879477727,Delicate Gold Armlet of the Adventurer,,,,1289,,1568,,,,,,,7282,,,,8425,,,,,,,,,,,510,RARE,Armband
6,1879480731,Ancient Earring of the Hawk,517,EAR,RARE,1,0,1,,,,,1713.87755102041,,,,,,,,5273.4693877551,,,,,,,,,,,,,1879477711,Delicate Gold Armlet of the Adventurer,,,,1289,,1568,,,,,,,4852,,,,12651,,,,,,,,,,,510,RARE,Armband
7,1879480728,Ancient Earring of the Lion,517,EAR,RARE,0,0,0,,1221.34693877551,,,1713.87755102041,,4028.77551020408,,,,,,,,,,,,,,,,,,,1879477717,Dextrous Gold Bracelet of the Adventurer,,,1289,,,1568,,,,,,,7282,,5101,,,,,,,,,,,,,510,RARE,Armband
8,1879480684,Ancient Earring of the Viper,517,EAR,RARE,0,0,0,,,1221.34693877551,,1713.87755102041,,,,,,4941.02040816327,,,,,,,,,,,,,,,1879477697,Dextrous Gold Bracelet of the Adventurer,,,1289,,,1568,,,,,,,,,,7659,,,6544,,,,,,,,,510,RARE,Armband
9,1879476219,Ancient Silk Hood of the Eagle,512,LIGHT_HEAD,RARE,,,,2975.51020408163,,,1321.02040816327,1609.79591836735,,,7675.91836734694,,,,,,,,,,,,,,,,,,1879476350,Expertly Handmade Bracelet of Hard Shells,,,,,,,,,3113,,,,,2617,,,,,,,,1,1,1,,,,512,RARE,Armband
10,1879476181,Ancient Silk Robe of Umbar,512,LIGHT_CHEST,RARE,,,,10290.612244898,,,1321.02040816327,1609.79591836735,,,,,,9309.18367346939,,,,,,,,,,,,,,,1879476369,Expertly Handmade Cowry Shell Bracelet,,,,,,,,,,3113,,,,,2617,,,,,,,1,1,1,,,,512,RARE,Armband
11,1879476217,Ancient Silk Shoes of the Eagle,512,LIGHT_FEET,RARE,,,,4115.30612244898,,,1321.02040816327,1609.79591836735,,,,,,3723.67346938776,,7462.44897959183,,,,,,,,,,,,,1879476379,Expertly Handmade Navigator's Bracelet,,,,,,,,3075,,,1862,,,,,,,,,,,1,1,1,,,,512,RARE,Armband
12,1879476204,Ancient Silk Shoulder-pads of the Eagle,512,LIGHT_SHOULDER,RARE,,,,2975.51020408163,,,1321.02040816327,1609.79591836735,,,,,,4658.36734693878,,6213.67346938775,,,,,,,,,,,,,1879476362,Expertly Handmade Sailor's Charm Bracelet,,,,,,,3075,,,,1862,,,,,,,,,,,1,1,1,,,,512,RARE,Armband
13,1879478102,Balanced Umbari Shield,500,SHIELD_OFF_HAND,UNCOMMON,,,,8290,,,843,946,,,,,4130,,,,,5580,,,,,,,,,,,1879476772,Footman's Fierce Wristlet of the Moors,,,,,245,728,,4289,,,2559,,,,,,,,,,,,,,,,,505,RARE,Armband
14,1879475737,Band of Cowry Shells,501,WRIST,UNCOMMON,,,,,428,428,428,1380.81632653061,,,,,,,,,,,5658.97959183673,,,,,,,,,,1879476775,Footman's Lustrous Wristlet of the Moors,,,,,368,728,,,,,,2280,6831,,,,,,,,,,,,,,,505,RARE,Armband
15,1879476183,Bolstered Iron Boots of the Eagle,512,HEAVY_FEET,RARE,,,,6167.95918367347,1321.02040816327,,,1609.79591836735,,,,,3883.26530612245,,,6213.67346938775,,,,,,,,,,,,,1879476776,Footman's Reinforced Wristlet of the Moors,,,,,,728,,,2180,4351,,,,,,,,2280,,,,,,,,,,505,RARE,Armband
16,1879476197,Bolstered Iron Gauntlets of Umbar,512,HEAVY_HAND,RARE,,,,7549.5918367347,1321.02040816327,,,1609.79591836735,,,,,,,,7462.44897959183,,,5226.73469387755,,,,,,,,,,1879476773,Footman's Spirited Wristlet of the Moors,,,,,,728,,,,,2559,2280,,,,,11876,,,,,,,,,,,505,RARE,Armband
17,1879476201,Bolstered Iron Greaves of Umbar,512,HEAVY_LEGS,RARE,,,,12869.387755102,1321.02040816327,,,1609.79591836735,,,,,,,,,8394.28571428572,,,,,6213.67346938775,,,,,,,1879476748,Footman's Strong Wristlet of the Moors,,,,,245,728,4289,,,,2559,,,,,,,,,,,,,,,,,505,RARE,Armband
18,1879476220,Bolstered Iron Hauberk of Umbar,512,HEAVY_CHEST,RARE,,,,15438.7755102041,1321.02040816327,,,1609.79591836735,,,,,3883.26530612245,,,,,,,,,6213.67346938775,,,,,,,1879476766,Guardsman's Fierce Wristlet of the Moors,,,,,,728,,4289,,,2559,,,,,,,,,,,,,,,,,505,RARE,Armband
19,1879476175,Bolstered Iron Helm of the Eagle,512,HEAVY_HEAD,RARE,,,,4454.48979591837,1321.02040816327,,,1609.79591836735,,,,,,,,12487.7551020408,,,,,,,,,,,,,1879476764,Guardsman's Lustrous Wristlet of the Moors,,,,,368,728,,,,,,,6831,,,,,,,,,,,,,,,505,RARE,Armband
20,1879476170,Bolstered Iron Pauldrons of the Eagle,512,HEAVY_SHOULDER,RARE,,,,4454.48979591837,1321.02040816327,,,1609.79591836735,540.244897959184,,,,4661.42857142857,,,,,,,,,,,,,,,,1879476765,Guardsman's Reinforced Wristlet of the Moors,,,,,,728,,,2180,4351,,,,,,,,,,,,,,,,,,505,RARE,Armband
21,1879483069,Bright Jet-studded Necklace,520,NECK,INCOMPARABLE,0,0,1,,,905.265306122448,,1951.22448979592,,1662.04081632653,,,,5110.61224489796,,,,,,,,,,,,,,,1879476759,Guardsman's Spirited Wristlet of the Moors,,,,,,728,,,,,2559,,,,,,11876,,,,,,,,,,,505,RARE,Armband
22,1879483106,Bright Token of Umbar,525,POCKET,LEGENDARY,0,0,0,,,1333.51020408163,,2443.67346938776,,6071.63265306122,,,,6468.97959183674,,,,,,,,,,,,,,,1879476745,Guardsman's Strong Wristlet of the Moors,,,,,,728,4289,,,,2559,,,,,,,,,,,,,,,,,505,RARE,Armband
23,1879480688,Bright Umbari Bracelet,517,WRIST,INCOMPARABLE,0,0,0,,,1050.12244897959,,1713.87755102041,,6447.34693877551,,,,3950.20408163265,,,,,,,,,,,,,,,1879476360,Handmade Bracelet of Hard Shells,,,,,,990,,,2136,,,,,2334,,,,,,,,1,,1,,,,503,UNCOMMON,Armband
24,1879090838,Captain-General's Cloak,520,LIGHT_BACK,INCOMPARABLE,,,,9708.36734693877,,,,1063.65306122449,,,,4178.77551020408,4178.77551020408,6129.18367346939,,,,,,,,,,,,,,,1879476372,Handmade Cowry Shell Bracelet,,,,,,990,,,,2136,,,,,2334,,,,,,,1,,1,,,,503,UNCOMMON,Armband
25,1879477293,Carved Umbari Empowered Bow,503,BOW,UNCOMMON,1,0,1,,,,,990.326530612245,,,2098.57142857143,,,1657.95918367347,,,,,,,,,630.1152,540,720,,,,1879476363,Handmade Navigator's Bracelet,,,,,,990,,2099,,,1658,,,,,,,,,,,1,,1,,,,503,UNCOMMON,Armband
26,1879477267,Carved Umbari Empowered Club,503,ONE_HANDED_CLUB,UNCOMMON,1,0,1,,,,,990.326530612245,,,2098.57142857143,,,1657.95918367347,,,,,,,,,450.08228,386,514,,,,1879476373,Handmade Sailor's Charm Bracelet,,,,,,990,2099,,,,1658,,,,,,,,,,,1,,1,,,,503,UNCOMMON,Armband
27,1879477280,Carved Umbari Empowered Crossbow,503,CROSSBOW,UNCOMMON,1,0,1,,,,,990.326530612245,,,2098.57142857143,,,1657.95918367347,,,,,,,,,630.1152,540,720,,,,1879475729,Lucky Shell Bracelet,,,,,512,912,,,,,5314,,,,,,,,,,,1,,1,,,,508,RARE,Armband
28,1879477260,Carved Umbari Empowered Hammer,503,ONE_HANDED_HAMMER,UNCOMMON,1,0,1,,,,,990.326530612245,,,2098.57142857143,,,1657.95918367347,,,,,,,,,450.08228,386,514,,,,1879477725,Refined Agile Silver Bracelet of the Adventurer,,,1289,,,1568,3014,,,4573,,,,,5101,,,,,,,,,,,,,510,INCOMPARABLE,Armband
29,1879477266,Carved Umbari Heavy Club,503,ONE_HANDED_CLUB,UNCOMMON,1,0,1,,,,,990.326530612245,,2098.57142857143,,,,1657.95918367347,,,,,,,,,450.08228,386,514,,,,1879477695,Refined Agile Silver Bracelet of the Adventurer,,,1289,,,1568,3014,,,,5450,,,,,5101,,,,,,,,,,,,510,INCOMPARABLE,Armband
30,1879477296,Carved Umbari Light Bow,503,BOW,UNCOMMON,1,0,1,,,,,990.326530612245,238.530612244898,,,,,,,3325.30612244898,,,,,,,630.1152,540,720,,,,1879477734,Refined Burnished Silver Bracer of the Adventurer,,1289,,,,1568,3014,,,,5450,,,,,5101,,,,,,,,,,,,510,INCOMPARABLE,Armband
31,1879477270,Carved Umbari Light Club,503,ONE_HANDED_CLUB,UNCOMMON,1,0,1,,,,,990.326530612245,238.530612244898,,,,,,,3325.30612244898,,,,,,,450.08228,386,514,,,,1879477679,Refined Burnished Silver Bracer of the Adventurer,,1289,,,,1568,3014,,,4573,,,,,5101,,,,,,,,,,,,,510,INCOMPARABLE,Armband
32,1879477306,Carved Umbari Light Crossbow,503,CROSSBOW,UNCOMMON,1,0,1,,,,,990.326530612245,238.530612244898,,,,,,,3325.30612244898,,,,,,,630.1152,540,720,,,,1879477706,Refined Delicate Gold Armlet of the Adventurer,,,,1289,,1568,,,,,,,4852,,,,12651,,,,,,,1,,,,510,INCOMPARABLE,Armband
33,1879477300,Carved Umbari Light Hammer,503,ONE_HANDED_HAMMER,UNCOMMON,1,0,1,,,,,990.326530612245,238.530612244898,,,,,,,3325.30612244898,,,,,,,450.08228,386,514,,,,1879477677,Refined Delicate Gold Armlet of the Adventurer,,,,1289,,1568,,,,,,,7282,,,,8425,,,,,,,1,,,,510,INCOMPARABLE,Armband
34,1879477268,Carved Umbari Reinforced Bow,503,BOW,UNCOMMON,1,0,1,,,,,990.326530612245,,,,,,,,2220,,,3492.04081632653,,,,630.1152,540,720,,,,1879477728,Refined Dextrous Gold Bracelet of the Adventurer,,,1289,,,1568,,,,,,,,,,7659,,,6544,,,,,1,,,,510,INCOMPARABLE,Armband
35,1879477287,Carved Umbari Reinforced Club,503,ONE_HANDED_CLUB,UNCOMMON,1,0,1,,,,,990.326530612245,,,,2136.12244897959,,,,2220,,,,,,,450.08228,386,514,,,,1879477689,Refined Dextrous Gold Bracelet of the Adventurer,,,1289,,,1568,,,,,,,7282,,5101,,,,,,,,,1,,,,510,INCOMPARABLE,Armband
36,1879477269,Carved Umbari Reinforced Crossbow,503,CROSSBOW,UNCOMMON,1,0,1,,,,,990.326530612245,,,,,,,,2220,,3492.04081632653,,,,,630.1152,540,720,,,,1879477730,Refined Studded Gold Bracer of the Adventurer,,1289,,,,1568,,,,,,,7282,,5101,,,,,,,,,1,,,,510,INCOMPARABLE,Armband
37,1879477305,Carved Umbari Reinforced Hammer,503,ONE_HANDED_HAMMER,UNCOMMON,1,0,1,,,,,990.326530612245,,,,2136.12244897959,,,,2220,,,,,,,450.08228,386,514,,,,1879477674,Refined Studded Gold Bracer of the Adventurer,,1289,,,,1568,,,,,,,,,,7659,,,6544,,,,,1,,,,510,INCOMPARABLE,Armband
38,1879477304,Carved Umbari Sharp Bow,503,BOW,UNCOMMON,1,0,1,,,,,990.326530612245,,2098.57142857143,,,,1657.95918367347,,,,,,,,,630.1152,540,720,,,,1879477699,Refined Woven Silver Armlet of the Adventurer,,,,1289,,1568,,,,4573,3633,,,,,5101,,,,,,,,,,,,510,INCOMPARABLE,Armband
39,1879477286,Carved Umbari Sharp Crossbow,503,CROSSBOW,UNCOMMON,1,0,1,,,,,990.326530612245,,2098.57142857143,,,,1657.95918367347,,,,,,,,,630.1152,540,720,,,,1879477688,Refined Woven Silver Armlet of the Adventurer,,,,1289,,1568,,,3054,,5450,,,,,5101,,,,,,,,,,,,510,INCOMPARABLE,Armband
40,1879477258,Carved Umbari Sharp Hammer,503,ONE_HANDED_HAMMER,UNCOMMON,1,0,1,,,,,990.326530612245,,2098.57142857143,,,,1657.95918367347,,,,,,,,,450.08228,386,514,,,,1879475734,Sea-side Bracelet,,,,,,1422,,,2848,2848,,,,,,,,,8958,,,,,,,,,503,UNCOMMON,Armband
41,1879477422,Charming Parrot Coin,503,POCKET,UNCOMMON,,,,,,,,1140.20408163265,238.530612244898,,,,,5807.55102040817,,7755.91836734694,,,,,,,,,,,,,1879475738,Shiny Seaside Bracelet,,,,,,1588,,,2312,2312,,,,,,,,,,,,1,,1,,,,511,RARE,Armband
42,1879480739,Chipped Bright Umbari Bauble,512,POCKET,UNCOMMON,,,,,,1650,,1447.75510204082,,,,,,,,6213.67346938775,,,,,,,,,,,,,1879477744,Studded Gold Bracer of the Adventurer,,1289,,,,1568,,,,,,,7282,,5101,,,,,,,,,,,,,510,RARE,Armband
43,1879480704,Chipped Bright Umbari Bracelet,512,WRIST,UNCOMMON,,,,,,823.959183673469,,1447.75510204082,,,,,,9309.18367346939,,,,,,,,,,,,,,,1879477662,Studded Gold Bracer of the Adventurer,,1289,,,,1568,,,,,,,,,,7659,,,6544,,,,,,,,,510,RARE,Armband
44,1879480675,Chipped Bright Umbari Necklace,512,NECK,UNCOMMON,,,,,,,,1447.75510204082,,,,,,9309.18367346939,,6213.67346938775,,,,,,,,,,,,,1879477720,Woven Silver Armlet of the Adventurer,,,,1289,,1568,,,,,5450,,,,,5101,,,,,,,,,,,,510,RARE,Armband
45,1879480713,Chipped Delicate Umbari Ring,512,FINGER,UNCOMMON,,,,,1321.02040816327,,,1447.75510204082,,,,1556.32653061224,,4658.36734693878,,,,,,,,,,,,,,,1879477704,Woven Silver Armlet of the Adventurer,,,,1289,,1568,,,,4573,3633,,,,,,,,,,,,,,,,,510,RARE,Armband
46,1879480682,Chipped Heavy Umbari Ring,512,FINGER,UNCOMMON,,,,,1321.02040816327,,,1447.75510204082,,,,,3883.26530612245,,,,3357.34693877551,,,,,,,,,,,,1879477442,Adept Coin of the Sailor's Code,,,,,,342,,,,,,,,,,,,,,,,1,,4,,,,517,INCOMPARABLE,Bauble
47,1879480719,Chipped Keen Umbari Ring,512,FINGER,UNCOMMON,,,,,,,1321.02040816327,1447.75510204082,,,3837.95918367347,,,,,2490,,,,,,,,,,,,,1879477422,Charming Parrot Coin,,,,,238,1140,,,,,5808,,7756,,,,,,,,,,,,,,,503,UNCOMMON,Bauble
48,1879480737,Chipped Ornate Umbari Bauble,512,POCKET,UNCOMMON,,,,,,,1978.97959183673,1447.75510204082,,,,,,,,,,,,,6465.71428571428,,,,,,,,1879477444,Coin of the Sailor's Code,,,,,,291,,,,,,,,,,,,,,,,1,,1,,,,505,UNCOMMON,Bauble
49,1879480709,Chipped Ornate Umbari Bracelet,512,WRIST,UNCOMMON,,,,,,,1321.02040816327,1447.75510204082,,,,,,,,,,,,,15155.1020408163,,,,,,,,1879477443,Durable Coin of the Sailor's Code,,,,,,308,,,,,,,,,,,,,,,,1,1,1,,,,509,RARE,Bauble
50,1879480725,Chipped Ornate Umbari Earring,512,EAR,UNCOMMON,,,,,,,,1447.75510204082,,,,,,4658.36734693878,,,,,,,21585.7142857143,,,,,,,,1879477445,Enduring Coin of the Sailor's Code,,,,,,325,,,,,,,,,,,,,,,,1,1,2,,,,513,RARE,Bauble
51,1879480711,Chipped Ornate Umbari Necklace,512,NECK,UNCOMMON,,,,,,,1321.02040816327,1447.75510204082,,,,,,,,,,,,,15155.1020408163,,,,,,,,1879477417,Expertly Handmade Navigator's Coin,,,,,,,,3075,,,1862,,,,,,,,,,,1,1,1,,,,512,RARE,Bauble
52,1879480699,Chipped Ornate Umbari Ring,512,FINGER,UNCOMMON,,,,,,,1321.02040816327,1447.75510204082,,,,,,1861.83673469388,,,,,,,10790,,,,,,,,1879477421,Expertly Handmade Sailor's Coin,,,,,,,3075,,,,1862,,,,,,,,,,,1,1,1,,,,512,RARE,Bauble
53,1879480729,Chipped Strong Umbari Bauble,512,POCKET,UNCOMMON,,,,,,,,1447.75510204082,,,,3883.26530612245,7766.5306122449,,,,,,,,,,,,,,,,1879477423,Expertly Handmade Tropical Parrot Coin,,,,,,,,,,3113,,,,,,,,,3357,,,1,1,1,,,,512,RARE,Bauble
54,1879480694,Chipped Strong Umbari Bracelet,512,WRIST,UNCOMMON,,,,,,,,1447.75510204082,,,,3883.26530612245,,9309.18367346939,,,,,,,,,,,,,,,1879477419,Expertly Handmade Watchful Parrot Coin,,,,,,,,,3113,,,,,,,,,,3357,,,1,1,1,,,,512,RARE,Bauble
55,1879480721,Chipped Strong Umbari Earring,512,EAR,UNCOMMON,,,,,1650,,,1447.75510204082,,,,,,4658.36734693878,,,,,,,,,,,,,,,1879476777,Footman's Fierce Token of the Moors,,,,,,728,,4289,,,2559,,,,,,,,,,,,,,,,,505,RARE,Bauble
56,1879480710,Chipped Strong Umbari Necklace,512,NECK,UNCOMMON,,,,,,,,1447.75510204082,,,,3883.26530612245,,9309.18367346939,,,,,,,,,,,,,,,1879476770,Footman's Lustrous Token of the Moors,,,,,368,728,,,,,,,6831,,,,,,3073,,,,,,,,,505,RARE,Bauble
57,1879480712,Chipped Strong Umbari Ring,512,FINGER,UNCOMMON,,,,,1321.02040816327,,,1447.75510204082,,3837.95918367347,,1556.32653061224,,,,,,,,,,,,,,,,,1879476780,Footman's Reinforced Token of the Moors,,,,,,728,,,2180,4351,,,,,,,,,3073,,,,,,,,,505,RARE,Bauble
58,1879480687,Chipped Sturdy Umbari Bracelet,512,WRIST,UNCOMMON,,,,,1321.02040816327,,,1447.75510204082,,,,,,,,,,,,,,8703.67346938775,,,,,,,1879476742,Footman's Spirited Token of the Moors,,,,,,728,,,,,2559,,,,,,11876,,3073,,,,,,,,,505,RARE,Bauble
59,1879480717,Chipped Sturdy Umbari Earring,512,EAR,UNCOMMON,,,,,,,,1447.75510204082,,,,5439.59183673469,3883.26530612245,,,,,,,,,3731.22448979592,,,,,,,1879476741,Footman's Strong Token of the Moors,,,,,,728,4289,,,,2559,,,,,,,,,,,,,,,,,505,RARE,Bauble
60,1879480671,Chipped Sturdy Umbari Necklace,512,NECK,UNCOMMON,,,,,1321.02040816327,,,1447.75510204082,,,,,,,,,,,,,,8703.67346938775,,,,,,,1879477441,Fortifying Coin of the Sailor's Code,,,,,,342,,,,,,,,,,,,,,,,1,1,3,,,,517,INCOMPARABLE,Bauble
61,1879480681,Chipped Subtle Umbari Earring,512,EAR,UNCOMMON,,,,,,,,1447.75510204082,,,,,3883.26530612245,,,12487.7551020408,,,,,,,,,,,,,1879477718,Glimmering Phial of the Adventurer,,,,1289,394,1568,,,,2290,,,,,,,,,,,,,,1,,,,510,RARE,Bauble
62,1879475676,Cloak of Elessar's Guile,511,LIGHT_BACK,RARE,1,0,0,8474.69387755102,,,,1588.97959183673,,4562.85714285714,,3083.26530612245,,,,,,,,,,,,,,,,,1879477707,Glimmering Phial of the Adventurer,,,,1289,394,1568,,,,,2729,,,,,,,,,,,,,1,,,,510,RARE,Bauble
63,1879475616,Cloak of Elessar's Might,511,LIGHT_BACK,RARE,1,0,0,8474.69387755102,,,,1588.97959183673,,,,,4617.14285714286,,,,,,,,8529.38775510204,,,,,,,,1879476750,Guardsman's Fierce Token of the Moors,,,,,,728,,4289,,,2559,,,,,,,,,,,,,,,,,505,RARE,Bauble
