ItemID,Name,Armour,Fate,Vitality,Physical_Mastery_Rating,Tactical_Mastery_Rating,Physical_Mitigation,Tactical_Mitigation,Critical_Rating,Critical_Defense,Finesse_Rating,Block_Rating,Parry_Rating,Evade_Rating,Outgoing_Healing_Rating,Incoming_Healing_Rating,Resistance_Rating,Maximum_Moral,Maximum_Power,Primary_Essence,Vital_Essence,Basic_Essence,DPS,minDamage,maxDamage,Itemlvl,Quality,EquipSlot,Physical_Mastery_Rating_Essence_Value,Tactical_Mastery_Rating_Essence_Value,Physical_Mitigation_Essence_Value,Tactical_Mitigation_Essence_Value,Critical_Rating_Essence_Value,Critical_Defense_Essence_Value,Finesse_Rating_Essence_Value,Block_Rating_Essence_Value,Parry_Rating_Essence_Value,Evade_Rating_Essence_Value,Outgoing_Healing_Rating_Essence_Value,Incoming_Healing_Rating_Essence_Value,Resistance_Rating_Essence_Value,Total_Essence_Value,Total_Selected_Essence_Value
1879477622,Forged Umbari Forceful Guild Boots,6514.0,0.0,0.0,13827.0,0.0,0.0,0.0,11172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,512,INCOMPARABLE,Heavy Armour,6.248079530049706,0.0,0.0,0.0,4.198421645997745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.446501176047452,13.446501176047452
1879476179,Polished Iron Hauberk of Umbar,15438.0,0.0,1609.0,3963.0,0.0,1321.0,1321.0,29248.0,0.0,0.0,0.0,1321.0,2642.0,3963.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512,RARE,Heavy Armour,1.79078174423859,0.0,0.5881567230632235,0.5881567230632235,10.991356632844795,0.0,0.0,0.0,0.3542504692947171,0.7085009385894342,0.6436576254669482,0.0,0.0,15.664860856560932,12.782138377083385
1879444241,Valiant Sabatons of Remembered Rivals,6284.0,0.0,1485.0,11106.0,0.0,1352.0,1352.0,12794.0,0.0,0.0,0.0,1352.0,2704.0,4056.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,514,RARE,Heavy Armour,5.018526886579304,0.0,0.6019590382902938,0.6019590382902938,4.807966929725667,0.0,0.0,0.0,0.3625636899973183,0.7251273799946366,0.6587623842780574,0.0,0.0,13.776865347155569,10.826493816304971
1879444261,Valiant Chestplate of Remembered Rivals,15438.0,0.0,1447.0,13188.0,0.0,1321.0,1321.0,9712.0,0.0,0.0,0.0,1321.0,2642.0,3963.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,512,RARE,Heavy Armour,5.959331224582016,0.0,0.5881567230632235,0.5881567230632235,3.6497557309282223,0.0,0.0,0.0,0.3542504692947171,0.7085009385894342,0.6436576254669482,0.0,0.0,13.491809434987784,10.609086955510238
1879477857,Reinforced Sabatons of the Adventurer,6392.0,0.0,1568.0,3867.0,0.0,1289.0,1289.0,17639.0,0.0,0.0,0.0,1289.0,2578.0,3867.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,510,INCOMPARABLE,Heavy Armour,1.7474017171260732,0.0,0.5739091718610864,0.5739091718610864,6.628711010898159,0.0,0.0,0.0,0.34566908018235454,0.6913381603647091,0.6280656163716095,0.0,0.0,13.189003928665079,10.376112728024232
1879476198,Polished Iron Greaves of Umbar,12869.0,405.0,1609.0,20100.0,0.0,1321.0,1321.0,1321.0,0.0,0.0,0.0,1321.0,2642.0,3963.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512,RARE,Heavy Armour,9.082693176683236,0.0,0.5881567230632235,0.5881567230632235,0.49642991356632843,0.0,0.0,0.0,0.3542504692947171,0.7085009385894342,0.6436576254669482,0.0,0.0,12.461845569727112,9.579123090249565
1879444239,Valiant Helm of Remembered Rivals,4454.0,0.0,1609.0,10875.0,0.0,1321.0,1321.0,9712.0,0.0,0.0,0.0,1321.0,2642.0,3963.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,512,RARE,Heavy Armour,4.91414369633981,0.0,0.5881567230632235,0.5881567230632235,3.6497557309282223,0.0,0.0,0.0,0.3542504692947171,0.7085009385894342,0.6436576254669482,0.0,0.0,12.446621906745579,9.563899427268032
1879477894,Sabatons of the Adventurer,6051.0,0.0,1568.0,3867.0,0.0,1289.0,1289.0,17639.0,0.0,0.0,0.0,1289.0,2578.0,3867.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,510,RARE,Heavy Armour,1.7474017171260732,0.0,0.5739091718610864,0.5739091718610864,6.628711010898159,0.0,0.0,0.0,0.34566908018235454,0.6913381603647091,0.6280656163716095,0.0,0.0,12.189003928665075,9.376112728024232
1879477925,Reinforced Pauldrons of the Adventurer,4711.0,0.0,1568.0,17418.0,0.0,1289.0,1289.0,1289.0,0.0,0.0,0.0,1289.0,17881.0,3867.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,510,INCOMPARABLE,Heavy Armour,7.870763669227293,0.0,0.5739091718610864,0.5739091718610864,0.4844043592634348,0.0,0.0,0.0,0.34566908018235454,4.795119334942344,0.6280656163716095,0.0,0.0,16.27184040370921,9.355168028490729
1879477918,Reinforced Helm of the Adventurer,4711.0,0.0,1568.0,17418.0,0.0,1289.0,1289.0,1289.0,0.0,4852.0,0.0,1289.0,2578.0,3867.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,510,INCOMPARABLE,Heavy Armour,7.870763669227293,0.0,0.5739091718610864,0.5739091718610864,0.4844043592634348,0.0,1.366375668825683,0.0,0.34566908018235454,0.6913381603647091,0.6280656163716095,0.0,0.0,13.534434897957256,9.355168028490729
